排名,字詞,出現次數
,2016年精q同儕支持聚會11月份聚會出來囉,1
,第三分組第六次會議,1
,練愛大平台,1
,謝忠武走馬上任,1
,動手填問卷讓故事被看見,1
,人生能有幾個三十年,1
,今日台北時間10,1
,直播大數據發現趨勢,1
,協調會議實務技巧,1
,認識台南議員,1
,asking,1
,董保城教授發言,1
,假公益,1
,聽見怪手下的老屋嘆息,1
,王文淵批反商民粹當道,1
,的道德憤慨感所為何來,1
,中國小頭蛇,1
,立委恐成利委,1
,在親子團與大海之母相遇,1
,先感受好處再說,1
,第三場,1
,推出推出pm2,1
,總統與環團代表圓桌會談,1
,三峽手段,1
,維權人士遭軟禁,1
,環署向亞太15國分享水污執法經驗,1
,下載前宜注意付費選項,1
,為魚蝦蓋農場,1
,呼吸權與工作權的探討,1
,死緩減刑後罪犯服刑時間不得少於15年,1
,反核團體批,1
,看空品也盯梢工廠燃燒塔,1
,新疆強制落實26條非法宗教細則,1
,長夜無盡頭,1
,台中場,1
,戴奧辛蛋確認來自,1
,赤峰當局拒絕受理,1
,四川訪民陳明燕陪同律師閱卷被捕,1
,環保署擬率先成立,1
,護鯨40年回顧,1
,扭轉失衡的開發,1
,添改良樁,1
,人權日及南京大屠殺公祭日被拘,1
,向俄羅斯提出環境訴訟,1
,環署再砸20億明年要減20,1
,2018全面終結,1
,搶先慶祝情人節,1
,一例一休通過,1
,僑生,1
,愛情的保存期限,1
,說往事憶當年,1
,流浪在高原上的藏獒犬,1
,九寨溝一家庭教會接政府停止聚會通知,1
,同志醫療權益的現在與未來,1
,建制派促道歉,1
,私校教師年金應向上提升,1
,可惜仍是菜市場喊價,1
,檢舉惡意不續聘校方,1
,16000台,1
,礦業法立院急補洞,1
,教宗方濟各首公開接見中官方教會主教,1
,妨害公務遭濫用,1
,聲援失蹤的維權律師江天勇記者會,1
,聲援快訊,1
,黃之鋒曼谷被拒入境,1
,洪水來臨前,1
,明日下午台電施工,1
,數千突尼希亞人遊行對抗貪腐,1
,國家您好,1
,黑點,1
,國民黨威脅學童安全,1
,留住桃花源,1
,國,1
,邀new參加,1
,50年少2,1
,顛覆剩食印象,1
,美國毒品政策的再思考,1
,本週繼續談基本的網站𢏵架𧪣設工具,1
,你今天暫時停止呼吸了嗎,1
,重砲轟增稅及新南向,1
,抗爭成功,1
,請email,1
,一同去,1
,高雄空氣品質有夠糟,1
,2016年9月22日,1
,暢談16年甘苦,1
,送走燃煤,1
,邀民眾翻轉能源未來,1
,談缺電前先搞清楚,1
,今天放魚苗,1
,夏威夷承諾,1
,吳心萍,1
,遞交公民告知書,1
,與國際同步,1
,作家殞落,1
,網民因辱罵交警被行政拘留,1
,國境之南,1
,第九屆第二會期優秀立委頒獎典禮,1
,中國逾20南海導彈庫接近完工,1
,第五分組第二次增開會議,1
,醉人的蘋果,1
,系列座談,1
,再被拍到偷捕鯨,1
,105年度下半年適齡兒童電視節目評選結果公布記者會採通知,1
,補選,1
,大鼻辦影展,1
,歐巴馬最後一役,1
,一中承諾書,1
,global,1
,尋抗逆境品種,1
,彰銀工會快訊,1
,名字裡有雞的植物,1
,走味的農鄉,1
,大武部落好雞會,1
,猥褻,1
,達賴喇嘛返回達蘭薩拉,1
,水資源困境中掙扎求存,1
,加速審查,1
,從西方的明日農場,1
,立院三讀修正刑法,1
,香港民間團體計劃投票日游行,1
,有映後座談,1
,高中生也想了解愛情,1
,侮辱,1
,千餘民辦教師自教師節始連續在教育部請願,1
,電業法修正草案初審通過,1
,文字獄,1
,無辜者關懷行動小組開始招募志工,1
,本週專文,1
,肉價太便宜,1
,經營百年永續企業,1
,台灣或可循柔珠經驗跟進,1
,環團憂扼殺河川生命力,1
,為什麼還要上街反核,1
,婚姻家庭,1
,難民法圓桌論壇系列活動,1
,p,1
,中方會晤屢遭朝鮮拒絕,1
,礦務局當台泥打手,1
,貯能源,1
,氣候變遷下的濕地系統,1
,第四次環差初審過關,1
,從抗爭,1
,女性的公共參與,1
,完全執政滿週年,1
,不打不罵的威力,1
,沈陽訪民陳沈群被遣返途中喪生,1
,挑戰無塑生活正流行,1
,第14期,1
,難民潮將是新常態,1
,學校節能工作坊,1
,太政治化,1
,剛下班的經濟部長,1
,拉拉手,1
,我們現在有收,1
,當大人內心糾結時,1
,煤炭的真實成本,1
,誹謗虛擬身分無罪,1
,六千農地工廠臨時登記,1
,水下噪音嚴重衝擊生態,1
,耕耘二十年,1
,提升青年就業力,1
,大雞大利,1
,荒野保護協會邀請民眾響應地球一小時,1
,台北場千人上街訴求,1
,20170510,1
,20170511,1
,20170513,1
,中國殘疾兒童在普通學校接受教育仍面臨歧視性障礙,1
,體育搞政治只會扣分,1
,trial,1
,關懷行動遍全台,1
,輿論指不治本呼吁公開官員財產,1
,空污危機又一樁,1
,下一代健康誰來守護,1
,一萬勞工51大遊行,1
,我在女同性戀家庭長大,1
,護照貼台灣國無效,1
,26開始報名,1
,線上資源下載,1
,518記者會,1
,六輕六天連環三爆炸,1
,指教,1
,需要金援來涵養,1
,記參與日本食品輸台安全與風險討論預備會議,1
,並提台灣關係法與6項保證,1
,抱緊取暖好溫馨,1
,滿天星,1
,一年內完成,1
,要求總統府資訊公開,1
,拒絕再,1
,第一起大專院校遭判定不當勞動行為,1
,勇士山斷頭,1
,荷蘭下議院強制中小學實施多元性別教育,1
,私校法,1
,農業基本法,1
,增進民主正當性,1
,國台辦軟釘子,1
,三大理由陳情撤銷尤美女不分區立委資格,1
,彰化縣府還可重新准駁,1
,公益季,1
,衛星,1
,台美關係與兩岸關係,1
,最終版開放下載,1
,以終為始的監所改革政策,1
,核一最長天數,1
,還要過多久,1
,紐西蘭北島,1
,史上最貪女檢,1
,行者相約2017元宵到清明,1
,十七條協議,1
,反性暴力,1
,非新聞獲,1
,彭保羅,1
,大家注意安全,1
,近三成中學生曾網上遇險,1
,多元治理最有效,1
,著眼社區培力,1
,近200國要淘汰冷媒hfcs,1
,2016工作報告,1
,台灣同志遊行,1
,香港市民中聯辦靜坐,1
,台東焚化爐停車,1
,大法官釋憲確立同志家庭平等享有權利保障,1
,反中火,1
,牛肉成績單,1
,2017廢核遊行,1
,擴充接收站與儲存設施的挑戰,1
,反林鄭民意逾四成,1
,核災該跑多遠看天氣,1
,氣候變遷指標,1
,高宜凡,1
,神奇,1
,二次創作合理使用,1
,擺脫免洗餐具正流行,1
,20161208新聞稿,1
,有害事業廢棄物將不輸出第三世界,1
,給我spotlight,1
,中火將改採室內儲煤,1
,田寮洋,1
,其要求的系統條件比較多,1
,港大民調,1
,嚴陣佈防,1
,國際組織欲走還留,1
,請勿背棄,1
,1203凱道集會釀衝突,1
,網路購物你我該注意什麼,1
,礦務局,1
,greenpeace,1
,聯盟聲明,1
,首先,1
,廣東勞工ngo案更新,1
,貝里斯漁業部證實,1
,遭要求拿出社會責任,1
,快速約會,1
,第二個櫃子好難開,1
,如何實現減碳承諾,1
,明列加速再生能源產量,1
,93萬元,1
,11桃園場之1,1
,光影互見的國土治理體制變革,1
,老屋重建放送容積獎勵,1
,性侵學生慣犯當育幼院院長,1
,從來沒有期望,1
,網路分享成偷兒寶典,1
,立委質疑,1
,電業法初審通過,1
,轉型低碳經濟,1
,透露還有,1
,農地工廠,1
,雙方應自制並尊重彼此意見表達權利,1
,最快180天告訴你,1
,任憑年金弱勢怎麼拜,1
,評論,1
,馬案立標準,1
,特斯拉電池讓夏威夷可愛島,1
,推社會住宅,1
,核食,1
,案未開庭,1
,我不要同性婚姻,1
,深圳民警敲詐前副市長687萬受審,1
,新書發表會紀實,1
,山東王江峰被以尋釁滋事罪批捕,1
,避環差,1
,音樂鬼才,1
,核三廠外演習,1
,永續經濟才是王道,1
,十年培育2500萬,1
,拒教將被罰緩或行政處分,1
,105年北區,1
,荒野保護協會獲頒,1
,邢望力起死回生將換膠頭骨,1
,搶救臺灣淡水龜的生存保衛戰,1
,樂清基督教堂遭強裝監控視頻,1
,你看他們是開放式關係,1
,山西政府,1
,警權與人權,1
,新種鯊魚現身北半球最長堡礁,1
,四川網民遭行政拘留7天,1
,護樹團體萬聖節遊行問柯p,1
,衝沼氣發電,1
,藝術與人文教師研習,1
,正式開幕,1
,不噴除草劑結果甜蜜蜜,1
,為人民服務節目主持人楊憲宏被告妨礙名譽一案,1
,公聽會遭砲轟,1
,只字未提特首連任,1
,台灣,1
,高明見主持頒獎2016全國優秀護理人員183位,1
,香港警察,1
,國民黨盼用和平協議結束敵對,1
,逾8成民眾認為中國要正視台灣的存在,1
,非洲3000萬人生計都靠它,1
,照片集,1
,捷運站公有地要賣,1
,跑程序,1
,司改國是會議第五分組第四次會議小筆記,1
,正義使者,1
,加速下水道建設,1
,林飛帆台北對談,1
,婚姻的盡頭,1
,同性婚姻釋憲程序嚴重不公,1
,家長配同觀看避陷阱,1
,氣候變遷不是災難,1
,1226,1
,夏林清失了社會尊重,1
,里山500選,1
,兩公約的十萬個為什麼,1
,工業養殖背後的,1
,環團批黑箱,1
,關於,1
,住宅法,1
,支持高雄茄萣溼地成為國際級溼地,1
,肯定新國會預算協商更透明,1
,人民不信賴司法的原因是,1
,維園起步,1
,南亞空污抵達青藏高原,1
,2100當萌萌家長來撞門,1
,馬頭山通過環評初審,1
,盼為珊瑚礁改變農法,1
,christian的生命故事,1
,記者會記錄,1
,廢話電子報第96期,1
,環署預告2018年塑膠袋收費再擴大,1
,五一勞動節在京訪民吁促當局尊重人權,1
,泰國遭滲透,1
,難民法,1
,復育2200萬公頃退化土地,1
,帶你認識,1
,第九屆第一會期優秀立委頒獎典禮,1
,監獄醫療,1
,只是消防演習,1
,彩虹熟年巴士之熟巴回娘家,1
,高雄市府沒在管,1
,六級產業突破農業困境,1
,芝山岩管制限困局,1
,實施,1
,導致受害,1
,福州14名維權人士g20期間遭逮捕,1
,孫峰獲刑5年,1
,光陰的故事座談會,1
,張國榮金曲原唱,1
,李明哲聲援行動,1
,之二,1
,內蒙古牧羊青年不堪受辱殺四人被拘,1
,反港獨撐釋法,1
,活力,1
,環團籲減塑為海洋請命,1
,舊的不去,1
,online,1
,3商家公然蔑視香港的象牙貿易規定,1
,給我一棵定情樹,1
,翠池,1
,地方政府秋後算賬,1
,僅存8公頃植物方舟,1
,同等重視,1
,悅讀,1
,險峻超過我那8年,1
,越總理阮春福下令拒不環保投資,1
,工會給兼任教師的一封信,1
,河北再發生商販捅死城管案件,1
,惡的平庸性,1
,植物の優,1
,被質疑施壓挺台化,1
,implications,1
,環團促加快腳步,1
,一起來維權,1
,空氣戰爭,1
,議題志工培訓招募中,1
,房屋倒塌8人被困,1
,占中,1
,遊行,1
,專訪感染者網路秘密社群,1
,愛的自由式讀書會,1
,中國警方違法失職,1
,寧夏進行中,1
,社區綠行動,1
,正視海上油污帶來的警訊,1
,ainy,1
,生態豐富環評要求補件再審,1
,更要100,1
,穩固兩岸是解決外交良方,1
,與海溫升高有關,1
,王德昌重振,1
,說三道四,1
,收回焚化爐調度權,1
,清明節,1
,雷洋案,1
,張錕盛法律顧問發言,1
,兼任教師遭大量不續聘,1
,綠能環保車x公平貿易咖啡x弱勢青年就業,1
,ngo強勢回歸,1
,沈陽一訪民猝死,1
,盤中蚵,1
,司法院院長被提名人許宗力,1
,廣東農民訴國土部案六村民出庭,1
,為下一代打磨無塑吸管,1
,巴拿馬,1
,陸媒訪台灣濕地,1
,續,1
,便利商店免費咖啡提帶該受限,1
,釋放明哲,1
,兼任教師殺手,1
,原住民狩獵自主管理有好處,1
,基隆親子共學團教養實踐班課程簡章,1
,達賴喇嘛促發揮女性力量,1
,讚,1
,大甲媽遶境pm2,1
,為好空氣而走,1
,胖子的身體不健康,1
,海基會新春團拜,1
,熱烈招生中,1
,環團中部發起219大遊行,1
,有罪,1
,乘車實名制,1
,防中林路再塌陷,1
,22課前通知,1
,人權捍衛者甄江華前往烏坎被抓,1
,地質調查還是要先展開,1
,回顧2016臺灣環境專案,1
,前港督彭定康指港獨不智,1
,民進黨不要吃案,1
,709家屬向全國人大寄呼吁書,1
,2017年權促會諮詢小組志工招募中,1
,涉犯偽證罪,1
,台北市芝山岩景觀管制的運動歷程,1
,潛伏於化石之間,1
,家長,1
,若公民無法再為環境發聲,1
,死海底部挖出30米厚鹽層,1
,我們為什麼要推動食農教育,1
,香港法律專家談宣誓案判決的影響,1
,檢察官之星,1
,誠徵約聘專案人員,1
,紀念劉銘傳180周年誕辰,1
,fsc森林密碼前進校園,1
,站在氣候大會現場,1
,台灣同志諮詢熱線協會針對彰化縣議會議員提案之聲明,1
,帶著小孩一起看電表,1
,第二屆兩岸媒體人北京峰會系列報導之二,1
,廚師知道,1
,需要更健全的氣候財務機制,1
,2019年pm2,1
,民主派批毀一國兩制,1
,中共六中全會首日,1
,23台南親子共學家庭教育實踐班,1
,問茶包吧,1
,伙伴續遺願,1
,鼓勵民眾和小型企業參與綠能發電,1
,環署將整合放流水標準,1
,顏聖紘,1
,刪,1
,民進黨應列入優先法案,1
,圍爐小幫手,1
,中國考慮修法或立法反台獨,1
,擁綠地教生態,1
,各方尋求共存可能,1
,氣候難民,1
,各種亂象將易放難收,1
,七成五皆為辦公室費,1
,婦女節,1
,建立透明可問責的監督體制,1
,政府對不起大林蒲,1
,電視分級改5級制,1
,國民黨錯失民主良機,1
,每年害170萬童,1
,倉庫恐淪非法廢棄物棄置場,1
,多重關係讀書會,1
,年度特展,1
,讓您知道,1
,獵殺海洋,1
,教育部黑箱審查,1
,踏出國產材永續經營第一步,1
,一次揭露,1
,寂靜的車內,1
,永續發展,1
,港獨政團領袖在台灣遭統派團體愛國同心會攻擊,1
,犀牛悲歌,1
,搶救二仁溪支流三爺溪,1
,中梵密商建交,1
,元宵的省思,1
,中國空軍,1
,楊娉育,1
,劉克襄,1
,模擬強震斷電,1
,涉自焚事件獲刑僧人雲丹西楚刑滿出獄,1
,用愛暖冬,1
,拆掉攔河堰,1
,中國民間,1
,世界潮流,1
,李應元承認吃了魚翅,1
,20161019同志好釣又好騙,1
,荒唐廖總召,1
,在防空識別區外飛行,1
,請豬來發電,1
,從區域計畫到國土計畫,1
,重新看見海洋,1
,籲公民事前參與,1
,台灣私校世新大學簽署,1
,卡住,1
,配合中國,1
,民眾大吐苦水,1
,好公正,1
,期間加大對異議人士打壓,1
,台灣舊草嶺隧道登國際論壇,1
,社子夜弄土地公,1
,這是什麼鳥,1
,侯紀瑄專訪,1
,候任資格被取消,1
,撤銷亞泥違法展限,1
,向民進黨全面宣戰,1
,台灣愛滋歧視現況問卷調查,1
,籲行政院撤銷亞泥展限,1
,消失40年,1
,蕉弄蝶,1
,200項減碳行動方案年底公布,1
,死刑和禁絕酷刑與殘酷非人道及有辱人格的待遇或處罰,1
,水環境不是水泥與,1
,兩岸政治協商從法條刪除,1
,傳達海洋環境教育,1
,落實公民參與,1
,家的種種可能,1
,環署籲地主小心詐騙,1
,20170107,1
,滅鼠藥,1
,來自國是會議的挑戰書,1
,大林電廠改建案換工法,1
,以螢幕餵養孩子,1
,國家製造,1
,得補件再審,1
,你每天在用的,1
,但同志也會生病,1
,公聽會台北場混戰失焦,1
,想像理想的資訊運用圖像,1
,凶手,1
,張凱公開懺悔後國保登門,1
,回應焚化爐爭議,1
,我們都非常重視,1
,環團籲禁絕境內買賣,1
,林內,1
,綠盟認養人真情推薦,1
,廣泛管控互聯網引發不安,1
,毀約,1
,實驗開第一槍,1
,研修承諾書,1
,同性婚姻會帶來哪些壞事,1
,開枝散葉的,1
,低碳生活工作坊,1
,大涼山孩子10年沒吃肉,1
,拆穿歐欣掩埋場的真面目首部曲,1
,花蓮縣府保育搞烏龍,1
,當局出動數百人強拆教會建築,1
,翻譯文章,1
,海邊為什麼那麼多塑膠袋,1
,假共識,1
,穿山甲告急,1
,接連秋颱重挫雜糧,1
,諷中共,1
,從全有全無的魚槍管理,1
,再討論,1
,大專兼任教師不分本職,1
,應重視政經條件,1
,印度乾淨能源佔比十年內拚過半,1
,2016年第二期彩虹台灣手語班報名開始,1
,戴奧辛排放摻空氣稀釋,1
,中南部要治水,1
,就沒有師生權益,1
,輸出碳排,1
,選址決定白海豚生死,1
,林全,1
,非基改,1
,看懂,1
,奪全球60,1
,王丹宣布告別台灣,1
,一掃辨真假,1
,行政聽證,1
,全球近半自然遺產都遭毒手,1
,20160912,1
,新店大坪林郵局第44號,1
,孵化競賽,1
,看見孩子的不同,1
,唯一亞洲學者來自台灣,1
,請求加入邀請信,1
,陸委會籲平常心,1
,不打不罵為了誰,1
,的里山智慧,1
,大法官同性婚姻釋憲案記者會聲明稿,1
,一紙公文掀戰火,1
,國民黨團杯葛,1
,八八風災重建綱要還在,1
,天安門事件學運領袖王丹在日本表達對港獨的看法,1
,19保變住六之六環差分析案發言單,1
,中國多位知名法學專家聯名上書吁刀下留人,1
,誰能監督議會的預算,1
,不要掩埋場入侵二仁溪上游,1
,不要再有鬼蝠魟慘死,1
,法國新總統馬克宏真的環保嗎,1
,指摘對方,1
,川普來了,1
,社福人員,1
,2015綠盟成果報告上線,1
,持續流入全球海產供應鏈,1
,髮夾彎,1
,性別平等教育問題叢生,1
,公共托育家園,1
,政府調適策略為何,1
,基改原料現形記,1
,當我們的海洋塑膠回來復仇,1
,勵馨明年將成立男性團體,1
,社會住宅給同性伴侶特權,1
,紀錄台灣經濟發展幕後推力,1
,歷史遺留污染,1
,賦權前進路,1
,美國聯邦最高法院會趨於保守化嗎,1
,新修正勞基法怎麼規定,1
,開啟綠電新時代,1
,海邊佈告欄,1
,家事移工遭性侵,1
,電視低能我們損失什麼,1
,許厝遷校也進榜,1
,中止拆遷黎明幼兒園,1
,trying,1
,暴力孔委員,1
,山佳,1
,推動密切高層互訪,1
,freddy,1
,我家地下在挖礦,1
,六輕擴廠減排承諾,1
,廢核之後,1
,謝陽案下周開庭,1
,高雄和發產業園區,1
,同性戀無法改變,1
,同志父母諮詢專線,1
